tahun,bulan,provinsi,kelompok,volume
2022,November,Kepulauan Riau,Kayu Indah,0.0
2022,November,Maluku,Kayu Indah,313.0
2022,November,Maluku Utara,Kayu Indah,0.0
2022,November,Nusa Tenggara Barat,Kayu Indah,232.0
2022,November,Papua,Kayu Indah,293.0
2022,November,Papua Barat,Kayu Indah,0.0
2022,November,Riau,Kayu Indah,70.0
2022,November,Sulawesi Barat,Kayu Indah,0.0
2022,November,Sulawesi Selatan,Kayu Indah,778.0
2022,November,Sulawesi Tengah,Kayu Indah,97.0
2022,November,Sulawesi Tenggara,Kayu Indah,64.0
2022,November,Sulawesi Utara,Kayu Indah,0.0
2022,November,Sumatera Barat,Kayu Indah,1.0
2022,November,Sumatera Selatan,Kayu Indah,10.0
2022,November,Sumatera Utara,Kayu Indah,0.0
2022,Desember,Banten,Kayu Indah,187.0
2022,Desember,Bengkulu,Kayu Indah,0.0
2022,Desember,D.I. Yogyakarta,Kayu Indah,3.0
2022,Desember,Gorontalo,Kayu Indah,587.0
2022,Desember,Jambi,Kayu Indah,0.0
2022,Desember,Jawa Barat,Kayu Indah,1450.0
2022,Desember,Jawa Tengah,Kayu Indah,709.0
2022,Desember,Jawa Timur,Kayu Indah,3236.0
2022,Desember,Kalimantan Barat,Kayu Indah,59.0
2022,Desember,Kalimantan Selatan,Kayu Indah,19.0
2022,Desember,Kalimantan Tengah,Kayu Indah,613.0
2022,Desember,Kalimantan Timur,Kayu Indah,1683.0
2022,Desember,Kalimantan Utara,Kayu Indah,13.0
2022,Desember,Kepulauan Riau,Kayu Indah,0.0
2022,Desember,Maluku,Kayu Indah,236.0
2022,Desember,Maluku Utara,Kayu Indah,1044.0
2022,Desember,Nusa Tenggara Barat,Kayu Indah,367.0
2022,Desember,Papua,Kayu Indah,552.0
2022,Desember,Papua Barat,Kayu Indah,59.0
2022,Desember,Riau,Kayu Indah,29.0
2022,Desember,Sulawesi Barat,Kayu Indah,0.0
2022,Desember,Sulawesi Selatan,Kayu Indah,96.0
2022,Desember,Sulawesi Tengah,Kayu Indah,496.0
2022,Desember,Sulawesi Tenggara,Kayu Indah,137.0
2022,Desember,Sulawesi Utara,Kayu Indah,8.0
2022,Desember,Sumatera Barat,Kayu Indah,41.0
2022,Desember,Sumatera Selatan,Kayu Indah,49.0
2022,Desember,Sumatera Utara,Kayu Indah,49.0
2022,Januari,Banten,Kelompok Meranti,0.0
2022,Januari,Bengkulu,Kelompok Meranti,206.0
2022,Januari,Gorontalo,Kelompok Meranti,63.0
2022,Januari,Jambi,Kelompok Meranti,810.0
2022,Januari,Jawa Barat,Kelompok Meranti,0.0
2022,Januari,Jawa Tengah,Kelompok Meranti,0.0
2022,Januari,Jawa Timur,Kelompok Meranti,0.0
2022,Januari,Kalimantan Barat,Kelompok Meranti,654.0
2022,Januari,Kalimantan Selatan,Kelompok Meranti,0.0
2022,Januari,Kalimantan Tengah,Kelompok Meranti,39201.0
2022,Januari,Kalimantan Timur,Kelompok Meranti,6101.0
2022,Januari,Kalimantan Utara,Kelompok Meranti,4523.0
2022,Januari,Kepulauan Riau,Kelompok Meranti,0.0
2022,Januari,Maluku,Kelompok Meranti,1542.0
2022,Januari,Maluku Utara,Kelompok Meranti,2578.0
2022,Januari,Nangroe Aceh Darussalam,Kelompok Meranti,506.0
2022,Januari,Nusa Tenggara Barat,Kelompok Meranti,0.0
2022,Januari,Papua,Kelompok Meranti,7869.0
2022,Januari,Papua Barat,Kelompok Meranti,10984.0
2022,Januari,Riau,Kelompok Meranti,912.0
2022,Januari,Sulawesi Barat,Kelompok Meranti,9.0
2022,Januari,Sulawesi Selatan,Kelompok Meranti,1484.0
2022,Januari,Sulawesi Tengah,Kelompok Meranti,559.0
2022,Januari,Sulawesi Tenggara,Kelompok Meranti,580.0
2022,Januari,Sulawesi Utara,Kelompok Meranti,10.0
2022,Januari,Sumatera Barat,Kelompok Meranti,1998.0
2022,Januari,Sumatera Selatan,Kelompok Meranti,0.0
2022,Januari,Sumatera Utara,Kelompok Meranti,1452.0
2022,Februari,Banten,Kelompok Meranti,0.0
2022,Februari,Bengkulu,Kelompok Meranti,0.0
2022,Februari,Gorontalo,Kelompok Meranti,0.0
2022,Februari,Jambi,Kelompok Meranti,1054.0
2022,Februari,Jawa Barat,Kelompok Meranti,0.0
2022,Februari,Jawa Tengah,Kelompok Meranti,0.0
2022,Februari,Jawa Timur,Kelompok Meranti,617.0
2022,Februari,Kalimantan Barat,Kelompok Meranti,24203.0
2022,Februari,Kalimantan Selatan,Kelompok Meranti,70.0
2022,Februari,Kalimantan Tengah,Kelompok Meranti,74015.0
2022,Februari,Kalimantan Timur,Kelompok Meranti,24087.0
2022,Februari,Kalimantan Utara,Kelompok Meranti,31889.0
2022,Februari,Kepulauan Riau,Kelompok Meranti,0.0
2022,Februari,Maluku,Kelompok Meranti,14540.0
2022,Februari,Maluku Utara,Kelompok Meranti,9829.0
2022,Februari,Nangroe Aceh Darussalam,Kelompok Meranti,155.0
2022,Februari,Nusa Tenggara Barat,Kelompok Meranti,292.0
2022,Februari,Papua,Kelompok Meranti,14287.0
2022,Februari,Papua Barat,Kelompok Meranti,12263.0
2022,Februari,Riau,Kelompok Meranti,1162.0
2022,Februari,Sulawesi Barat,Kelompok Meranti,1.0
2022,Februari,Sulawesi Selatan,Kelompok Meranti,650.0
2022,Februari,Sulawesi Tengah,Kelompok Meranti,1881.0
2022,Februari,Sulawesi Tenggara,Kelompok Meranti,576.0
2022,Februari,Sulawesi Utara,Kelompok Meranti,10.0
2022,Februari,Sumatera Barat,Kelompok Meranti,7665.0
2022,Februari,Sumatera Selatan,Kelompok Meranti,0.0
2022,Februari,Sumatera Utara,Kelompok Meranti,1567.0
2022,Maret,Banten,Kelompok Meranti,0.0
2022,Maret,Bengkulu,Kelompok Meranti,280.0
2022,Maret,Gorontalo,Kelompok Meranti,141.0
2022,Maret,Jambi,Kelompok Meranti,1456.0
2022,Maret,Jawa Barat,Kelompok Meranti,7.0
2022,Maret,Jawa Tengah,Kelompok Meranti,75.0
2022,Maret,Jawa Timur,Kelompok Meranti,805.0
2022,Maret,Kalimantan Barat,Kelompok Meranti,31670.0
2022,Maret,Kalimantan Selatan,Kelompok Meranti,33.0
2022,Maret,Kalimantan Tengah,Kelompok Meranti,141613.0
2022,Maret,Kalimantan Timur,Kelompok Meranti,57964.0
2022,Maret,Kalimantan Utara,Kelompok Meranti,47942.0
2022,Maret,Kepulauan Riau,Kelompok Meranti,0.0
2022,Maret,Maluku,Kelompok Meranti,14429.0
2022,Maret,Maluku Utara,Kelompok Meranti,19096.0
2022,Maret,Nangroe Aceh Darussalam,Kelompok Meranti,262.0
2022,Maret,Nusa Tenggara Barat,Kelompok Meranti,613.0
2022,Maret,Papua,Kelompok Meranti,11069.0
2022,Maret,Papua Barat,Kelompok Meranti,14211.0
2022,Maret,Riau,Kelompok Meranti,1897.0
2022,Maret,Sulawesi Barat,Kelompok Meranti,48.0
2022,Maret,Sulawesi Selatan,Kelompok Meranti,1614.0
2022,Maret,Sulawesi Tengah,Kelompok Meranti,2182.0
2022,Maret,Sulawesi Tenggara,Kelompok Meranti,631.0
2022,Maret,Sulawesi Utara,Kelompok Meranti,0.0
2022,Maret,Sumatera Barat,Kelompok Meranti,11948.0
2022,Maret,Sumatera Selatan,Kelompok Meranti,10.0
2022,Maret,Sumatera Utara,Kelompok Meranti,11310.0
2022,April,Banten,Kelompok Meranti,0.0
2022,April,Bengkulu,Kelompok Meranti,0.0
2022,April,Gorontalo,Kelompok Meranti,304.0
2022,April,Jambi,Kelompok Meranti,893.0
2022,April,Jawa Barat,Kelompok Meranti,30.0
2022,April,Jawa Tengah,Kelompok Meranti,145.0
2022,April,Jawa Timur,Kelompok Meranti,1100.0
2022,April,Kalimantan Barat,Kelompok Meranti,28860.0
2022,April,Kalimantan Selatan,Kelompok Meranti,0.0
2022,April,Kalimantan Tengah,Kelompok Meranti,134347.0
2022,April,Kalimantan Timur,Kelompok Meranti,69185.0
2022,April,Kalimantan Utara,Kelompok Meranti,46191.0
2022,April,Kepulauan Riau,Kelompok Meranti,335.0
2022,April,Maluku,Kelompok Meranti,26435.0
2022,April,Maluku Utara,Kelompok Meranti,8421.0
2022,April,Nangroe Aceh Darussalam,Kelompok Meranti,517.0
2022,April,Nusa Tenggara Barat,Kelompok Meranti,0.0
2022,April,Papua,Kelompok Meranti,12166.0
2022,April,Papua Barat,Kelompok Meranti,12231.0
2022,April,Riau,Kelompok Meranti,1269.0
2022,April,Sulawesi Barat,Kelompok Meranti,3.0
2022,April,Sulawesi Selatan,Kelompok Meranti,664.0
2022,April,Sulawesi Tengah,Kelompok Meranti,2344.0
2022,April,Sulawesi Tenggara,Kelompok Meranti,870.0
2022,April,Sulawesi Utara,Kelompok Meranti,21.0
2022,April,Sumatera Barat,Kelompok Meranti,7113.0
2022,April,Sumatera Selatan,Kelompok Meranti,10.0
2022,April,Sumatera Utara,Kelompok Meranti,5184.0
2022,Mei,Banten,Kelompok Meranti,0.0
2022,Mei,Bengkulu,Kelompok Meranti,0.0
2022,Mei,Gorontalo,Kelompok Meranti,382.0
2022,Mei,Jambi,Kelompok Meranti,646.0
2022,Mei,Jawa Barat,Kelompok Meranti,0.0
2022,Mei,Jawa Tengah,Kelompok Meranti,0.0
2022,Mei,Jawa Timur,Kelompok Meranti,271.0
2022,Mei,Kalimantan Barat,Kelompok Meranti,19881.0
2022,Mei,Kalimantan Selatan,Kelompok Meranti,0.0
2022,Mei,Kalimantan Tengah,Kelompok Meranti,94831.0
2022,Mei,Kalimantan Timur,Kelompok Meranti,57849.0
2022,Mei,Kalimantan Utara,Kelompok Meranti,40693.0
2022,Mei,Kepulauan Riau,Kelompok Meranti,0.0
2022,Mei,Maluku,Kelompok Meranti,15329.0
2022,Mei,Maluku Utara,Kelompok Meranti,10594.0
2022,Mei,Nangroe Aceh Darussalam,Kelompok Meranti,302.0
2022,Mei,Nusa Tenggara Barat,Kelompok Meranti,264.0
2022,Mei,Papua,Kelompok Meranti,11746.0
2022,Mei,Papua Barat,Kelompok Meranti,12439.0
2022,Mei,Riau,Kelompok Meranti,864.0
2022,Mei,Sulawesi Barat,Kelompok Meranti,70.0
2022,Mei,Sulawesi Selatan,Kelompok Meranti,339.0
2022,Mei,Sulawesi Tengah,Kelompok Meranti,1130.0
2022,Mei,Sulawesi Tenggara,Kelompok Meranti,670.0
2022,Mei,Sulawesi Utara,Kelompok Meranti,107.0
2022,Mei,Sumatera Barat,Kelompok Meranti,10815.0
2022,Mei,Sumatera Selatan,Kelompok Meranti,0.0
2022,Mei,Sumatera Utara,Kelompok Meranti,2672.0
2022,Juni,Banten,Kelompok Meranti,0.0
2022,Juni,Bengkulu,Kelompok Meranti,0.0
2022,Juni,Gorontalo,Kelompok Meranti,378.0
2022,Juni,Jambi,Kelompok Meranti,1418.0
2022,Juni,Jawa Barat,Kelompok Meranti,2.0
2022,Juni,Jawa Tengah,Kelompok Meranti,268.0
2022,Juni,Jawa Timur,Kelompok Meranti,607.0
2022,Juni,Kalimantan Barat,Kelompok Meranti,34477.0
2022,Juni,Kalimantan Selatan,Kelompok Meranti,641.0
2022,Juni,Kalimantan Tengah,Kelompok Meranti,168280.0
2022,Juni,Kalimantan Timur,Kelompok Meranti,107211.0
2022,Juni,Kalimantan Utara,Kelompok Meranti,78074.0
2022,Juni,Kepulauan Riau,Kelompok Meranti,0.0
2022,Juni,Maluku,Kelompok Meranti,18280.0
2022,Juni,Maluku Utara,Kelompok Meranti,18784.0
2022,Juni,Nangroe Aceh Darussalam,Kelompok Meranti,149.0
2022,Juni,Nusa Tenggara Barat,Kelompok Meranti,349.0
2022,Juni,Papua,Kelompok Meranti,10374.0
2022,Juni,Papua Barat,Kelompok Meranti,14073.0
2022,Juni,Riau,Kelompok Meranti,1742.0
2022,Juni,Sulawesi Barat,Kelompok Meranti,0.0
2022,Juni,Sulawesi Selatan,Kelompok Meranti,1643.0
2022,Juni,Sulawesi Tengah,Kelompok Meranti,1806.0
2022,Juni,Sulawesi Tenggara,Kelompok Meranti,911.0
2022,Juni,Sulawesi Utara,Kelompok Meranti,10.0
2022,Juni,Sumatera Barat,Kelompok Meranti,12254.0
2022,Juni,Sumatera Selatan,Kelompok Meranti,0.0
2022,Juni,Sumatera Utara,Kelompok Meranti,13540.0
2022,Juli,Banten,Kelompok Meranti,0.0
2022,Juli,Bengkulu,Kelompok Meranti,62.0
2022,Juli,Gorontalo,Kelompok Meranti,507.0
2022,Juli,Jambi,Kelompok Meranti,1526.0
2022,Juli,Jawa Barat,Kelompok Meranti,0.0
2022,Juli,Jawa Tengah,Kelompok Meranti,245.0
2022,Juli,Jawa Timur,Kelompok Meranti,736.0
2022,Juli,Kalimantan Barat,Kelompok Meranti,23326.0
2022,Juli,Kalimantan Selatan,Kelompok Meranti,1.0
2022,Juli,Kalimantan Tengah,Kelompok Meranti,161573.0
2022,Juli,Kalimantan Timur,Kelompok Meranti,84546.0
2022,Juli,Kalimantan Utara,Kelompok Meranti,56540.0
2022,Juli,Kepulauan Riau,Kelompok Meranti,28.0
2022,Juli,Maluku,Kelompok Meranti,18263.0
2022,Juli,Maluku Utara,Kelompok Meranti,8219.0
2022,Juli,Nangroe Aceh Darussalam,Kelompok Meranti,95.0
2022,Juli,Nusa Tenggara Barat,Kelompok Meranti,25.0
2022,Juli,Papua,Kelompok Meranti,8154.0
2022,Juli,Papua Barat,Kelompok Meranti,10819.0
2022,Juli,Riau,Kelompok Meranti,2916.0
2022,Juli,Sulawesi Barat,Kelompok Meranti,0.0
2022,Juli,Sulawesi Selatan,Kelompok Meranti,514.0
2022,Juli,Sulawesi Tengah,Kelompok Meranti,1886.0
2022,Juli,Sulawesi Tenggara,Kelompok Meranti,642.0
2022,Juli,Sulawesi Utara,Kelompok Meranti,29.0
2022,Juli,Sumatera Barat,Kelompok Meranti,9292.0
2022,Juli,Sumatera Selatan,Kelompok Meranti,170.0
2022,Juli,Sumatera Utara,Kelompok Meranti,5145.0
2022,Agustus,Banten,Kelompok Meranti,9.0
2022,Agustus,Bengkulu,Kelompok Meranti,0.0
2022,Agustus,Gorontalo,Kelompok Meranti,397.0
2022,Agustus,Jambi,Kelompok Meranti,1358.0
2022,Agustus,Jawa Barat,Kelompok Meranti,0.0
2022,Agustus,Jawa Tengah,Kelompok Meranti,477.0
2022,Agustus,Jawa Timur,Kelompok Meranti,1053.0
2022,Agustus,Kalimantan Barat,Kelompok Meranti,17449.0
2022,Agustus,Kalimantan Selatan,Kelompok Meranti,278.0
2022,Agustus,Kalimantan Tengah,Kelompok Meranti,182050.0
2022,Agustus,Kalimantan Timur,Kelompok Meranti,113559.0
2022,Agustus,Kalimantan Utara,Kelompok Meranti,59778.0
2022,Agustus,Kepulauan Riau,Kelompok Meranti,0.0
2022,Agustus,Maluku,Kelompok Meranti,23280.0
2022,Agustus,Maluku Utara,Kelompok Meranti,13323.0
2022,Agustus,Nangroe Aceh Darussalam,Kelompok Meranti,309.0
2022,Agustus,Nusa Tenggara Barat,Kelompok Meranti,118.0
2022,Agustus,Papua,Kelompok Meranti,9810.0
2022,Agustus,Papua Barat,Kelompok Meranti,12958.0
2022,Agustus,Riau,Kelompok Meranti,2193.0
2022,Agustus,Sulawesi Barat,Kelompok Meranti,0.0
2022,Agustus,Sulawesi Selatan,Kelompok Meranti,2774.0
2022,Agustus,Sulawesi Tengah,Kelompok Meranti,2137.0
2022,Agustus,Sulawesi Tenggara,Kelompok Meranti,172.0
2022,Agustus,Sulawesi Utara,Kelompok Meranti,71.0
2022,Agustus,Sumatera Barat,Kelompok Meranti,12823.0
2022,Agustus,Sumatera Selatan,Kelompok Meranti,0.0
2022,Agustus,Sumatera Utara,Kelompok Meranti,6414.0
2022,September,Banten,Kelompok Meranti,16.0
2022,September,Bengkulu,Kelompok Meranti,312.0
2022,September,Gorontalo,Kelompok Meranti,727.0
2022,September,Jambi,Kelompok Meranti,1072.0
2022,September,Jawa Barat,Kelompok Meranti,8.0
2022,September,Jawa Tengah,Kelompok Meranti,371.0
2022,September,Jawa Timur,Kelompok Meranti,1808.0
2022,September,Kalimantan Barat,Kelompok Meranti,18638.0
2022,September,Kalimantan Selatan,Kelompok Meranti,109.0
2022,September,Kalimantan Tengah,Kelompok Meranti,132671.0
2022,September,Kalimantan Timur,Kelompok Meranti,97962.0
2022,September,Kalimantan Utara,Kelompok Meranti,65807.0
2022,September,Kepulauan Riau,Kelompok Meranti,0.0
2022,September,Maluku,Kelompok Meranti,22147.0
2022,September,Maluku Utara,Kelompok Meranti,6678.0
2022,September,Nangroe Aceh Darussalam,Kelompok Meranti,15.0
2022,September,Nusa Tenggara Barat,Kelompok Meranti,760.0
2022,September,Papua,Kelompok Meranti,9919.0
2022,September,Papua Barat,Kelompok Meranti,13177.0
2022,September,Riau,Kelompok Meranti,6211.0
2022,September,Sulawesi Barat,Kelompok Meranti,0.0
2022,September,Sulawesi Selatan,Kelompok Meranti,686.0
2022,September,Sulawesi Tengah,Kelompok Meranti,1174.0
2022,September,Sulawesi Tenggara,Kelompok Meranti,674.0
2022,September,Sulawesi Utara,Kelompok Meranti,20.0
2022,September,Sumatera Barat,Kelompok Meranti,7900.0
2022,September,Sumatera Selatan,Kelompok Meranti,22.0
2022,September,Sumatera Utara,Kelompok Meranti,11088.0
2022,Oktober,Banten,Kelompok Meranti,22.0
2022,Oktober,Bengkulu,Kelompok Meranti,0.0
2022,Oktober,Gorontalo,Kelompok Meranti,625.0
2022,Oktober,Jambi,Kelompok Meranti,868.0
2022,Oktober,Jawa Barat,Kelompok Meranti,47.0
2022,Oktober,Jawa Tengah,Kelompok Meranti,203.0
2022,Oktober,Jawa Timur,Kelompok Meranti,1775.0
2022,Oktober,Kalimantan Barat,Kelompok Meranti,17153.0
2022,Oktober,Kalimantan Selatan,Kelompok Meranti,482.0
2022,Oktober,Kalimantan Tengah,Kelompok Meranti,147996.0
2022,Oktober,Kalimantan Timur,Kelompok Meranti,93784.0
2022,Oktober,Kalimantan Utara,Kelompok Meranti,40302.0
2022,Oktober,Kepulauan Riau,Kelompok Meranti,0.0
2022,Oktober,Maluku,Kelompok Meranti,12354.0
2022,Oktober,Maluku Utara,Kelompok Meranti,10242.0
2022,Oktober,Nangroe Aceh Darussalam,Kelompok Meranti,0.0
2022,Oktober,Nusa Tenggara Barat,Kelompok Meranti,535.0
2022,Oktober,Papua,Kelompok Meranti,9334.0
2022,Oktober,Papua Barat,Kelompok Meranti,1512.0
2022,Oktober,Riau,Kelompok Meranti,2192.0
2022,Oktober,Sulawesi Barat,Kelompok Meranti,0.0
2022,Oktober,Sulawesi Selatan,Kelompok Meranti,1263.0
2022,Oktober,Sulawesi Tengah,Kelompok Meranti,736.0
2022,Oktober,Sulawesi Tenggara,Kelompok Meranti,864.0
2022,Oktober,Sulawesi Utara,Kelompok Meranti,70.0
2022,Oktober,Sumatera Barat,Kelompok Meranti,4523.0
2022,Oktober,Sumatera Selatan,Kelompok Meranti,0.0
2022,Oktober,Sumatera Utara,Kelompok Meranti,6216.0
2022,November,Banten,Kelompok Meranti,0.0
2022,November,Bengkulu,Kelompok Meranti,30.0
2022,November,Gorontalo,Kelompok Meranti,323.0
2022,November,Jambi,Kelompok Meranti,740.0
2022,November,Jawa Barat,Kelompok Meranti,34.0
2022,November,Jawa Tengah,Kelompok Meranti,77.0
2022,November,Jawa Timur,Kelompok Meranti,2171.0
2022,November,Kalimantan Barat,Kelompok Meranti,2555.0
2022,November,Kalimantan Selatan,Kelompok Meranti,915.0
2022,November,Kalimantan Tengah,Kelompok Meranti,154228.0
2022,November,Kalimantan Timur,Kelompok Meranti,112784.0
2022,November,Kalimantan Utara,Kelompok Meranti,47000.0
2022,November,Kepulauan Riau,Kelompok Meranti,0.0
2022,November,Maluku,Kelompok Meranti,24082.0
2022,November,Maluku Utara,Kelompok Meranti,6258.0
2022,November,Nangroe Aceh Darussalam,Kelompok Meranti,167.0
2022,November,Nusa Tenggara Barat,Kelompok Meranti,207.0
2022,November,Papua,Kelompok Meranti,9758.0
2022,November,Papua Barat,Kelompok Meranti,1764.0
2022,November,Riau,Kelompok Meranti,4338.0
2022,November,Sulawesi Barat,Kelompok Meranti,0.0
2022,November,Sulawesi Selatan,Kelompok Meranti,892.0
2022,November,Sulawesi Tengah,Kelompok Meranti,785.0
2022,November,Sulawesi Tenggara,Kelompok Meranti,543.0
2022,November,Sulawesi Utara,Kelompok Meranti,82.0
2022,November,Sumatera Barat,Kelompok Meranti,1803.0
2022,November,Sumatera Selatan,Kelompok Meranti,370.0
2022,November,Sumatera Utara,Kelompok Meranti,12969.0
2022,Desember,Banten,Kelompok Meranti,31.0
2022,Desember,Bengkulu,Kelompok Meranti,988.0
2022,Desember,Gorontalo,Kelompok Meranti,3657.0
2022,Desember,Jambi,Kelompok Meranti,3288.0
2022,Desember,Jawa Barat,Kelompok Meranti,21.0
2022,Desember,Jawa Tengah,Kelompok Meranti,55.0
2022,Desember,Jawa Timur,Kelompok Meranti,1695.0
2022,Desember,Kalimantan Barat,Kelompok Meranti,8899.0
2022,Desember,Kalimantan Selatan,Kelompok Meranti,2156.0
2022,Desember,Kalimantan Tengah,Kelompok Meranti,313379.0
2022,Desember,Kalimantan Timur,Kelompok Meranti,193778.0
2022,Desember,Kalimantan Utara,Kelompok Meranti,61977.0
2022,Desember,Kepulauan Riau,Kelompok Meranti,0.0
2022,Desember,Maluku,Kelompok Meranti,51140.0
2022,Desember,Maluku Utara,Kelompok Meranti,12415.0
2022,Desember,Nangroe Aceh Darussalam,Kelompok Meranti,55.0
2022,Desember,Nusa Tenggara Barat,Kelompok Meranti,806.0
2022,Desember,Papua,Kelompok Meranti,5425.0
2022,Desember,Papua Barat,Kelompok Meranti,2239.0
2022,Desember,Riau,Kelompok Meranti,3623.0
2022,Desember,Sulawesi Barat,Kelompok Meranti,7.0
2022,Desember,Sulawesi Selatan,Kelompok Meranti,491.0
2022,Desember,Sulawesi Tengah,Kelompok Meranti,2558.0
2022,Desember,Sulawesi Tenggara,Kelompok Meranti,636.0
2022,Desember,Sulawesi Utara,Kelompok Meranti,175.0
2022,Desember,Sumatera Barat,Kelompok Meranti,4716.0
2022,Desember,Sumatera Selatan,Kelompok Meranti,317.0
2022,Desember,Sumatera Utara,Kelompok Meranti,22120.0
2022,Januari,Banten,Rimba Campuran,0.0
2022,Januari,Bengkulu,Rimba Campuran,71.0
2022,Januari,D.I. Yogyakarta,Rimba Campuran,0.0
2022,Januari,Gorontalo,Rimba Campuran,205.0
2022,Januari,Jambi,Rimba Campuran,232449.0
2022,Januari,Jawa Barat,Rimba Campuran,69.0
2022,Januari,Jawa Tengah,Rimba Campuran,118.0
2022,Januari,Jawa Timur,Rimba Campuran,1626.0
2022,Januari,Kalimantan Barat,Rimba Campuran,11020.0
2022,Januari,Kalimantan Selatan,Rimba Campuran,0.0
2022,Januari,Kalimantan Tengah,Rimba Campuran,99952.0
2022,Januari,Kalimantan Timur,Rimba Campuran,115187.0
2022,Januari,Kalimantan Utara,Rimba Campuran,7040.0
2022,Januari,Kepulauan Riau,Rimba Campuran,0.0
2022,Januari,Maluku,Rimba Campuran,343.0
2022,Januari,Maluku Utara,Rimba Campuran,591.0
2022,Januari,Nangroe Aceh Darussalam,Rimba Campuran,213.0
2022,Januari,Nusa Tenggara Barat,Rimba Campuran,0.0
2022,Januari,Papua,Rimba Campuran,12036.0
2022,Januari,Papua Barat,Rimba Campuran,14880.0
2022,Januari,Riau,Rimba Campuran,452829.0
2022,Januari,Sulawesi Barat,Rimba Campuran,47.0
2022,Januari,Sulawesi Selatan,Rimba Campuran,2716.0
2022,Januari,Sulawesi Tengah,Rimba Campuran,1171.0
2022,Januari,Sulawesi Tenggara,Rimba Campuran,2227.0
2022,Januari,Sulawesi Utara,Rimba Campuran,14.0
2022,Januari,Sumatera Barat,Rimba Campuran,1633.0
2022,Januari,Sumatera Selatan,Rimba Campuran,209780.0
2022,Januari,Sumatera Utara,Rimba Campuran,123730.0
2022,Februari,Banten,Rimba Campuran,0.0
2022,Februari,Bengkulu,Rimba Campuran,174.0
2022,Februari,D.I. Yogyakarta,Rimba Campuran,0.0
2022,Februari,Gorontalo,Rimba Campuran,22.0
2022,Februari,Jambi,Rimba Campuran,269704.0
2022,Februari,Jawa Barat,Rimba Campuran,190.0
2022,Februari,Jawa Tengah,Rimba Campuran,236.0
2022,Februari,Jawa Timur,Rimba Campuran,7505.0
2022,Februari,Kalimantan Barat,Rimba Campuran,16275.0
2022,Februari,Kalimantan Selatan,Rimba Campuran,180.0
2022,Februari,Kalimantan Tengah,Rimba Campuran,146884.0
2022,Februari,Kalimantan Timur,Rimba Campuran,126487.0
2022,Februari,Kalimantan Utara,Rimba Campuran,14274.0
2022,Februari,Kepulauan Riau,Rimba Campuran,0.0
2022,Februari,Maluku,Rimba Campuran,780.0
2022,Februari,Maluku Utara,Rimba Campuran,1580.0
2022,Februari,Nangroe Aceh Darussalam,Rimba Campuran,124.0
2022,Februari,Nusa Tenggara Barat,Rimba Campuran,329.0
2022,Februari,Papua,Rimba Campuran,23243.0
2022,Februari,Papua Barat,Rimba Campuran,14355.0
2022,Februari,Riau,Rimba Campuran,453583.0
2022,Februari,Sulawesi Barat,Rimba Campuran,73.0
2022,Februari,Sulawesi Selatan,Rimba Campuran,1676.0
2022,Februari,Sulawesi Tengah,Rimba Campuran,6381.0
2022,Februari,Sulawesi Tenggara,Rimba Campuran,2495.0
2022,Februari,Sulawesi Utara,Rimba Campuran,5.0
2022,Februari,Sumatera Barat,Rimba Campuran,1667.0
2022,Februari,Sumatera Selatan,Rimba Campuran,224414.0
2022,Februari,Sumatera Utara,Rimba Campuran,149334.0
2022,Maret,Banten,Rimba Campuran,34.0
2022,Maret,Bengkulu,Rimba Campuran,80.0
2022,Maret,D.I. Yogyakarta,Rimba Campuran,0.0
2022,Maret,Gorontalo,Rimba Campuran,206.0
2022,Maret,Jambi,Rimba Campuran,356036.0
2022,Maret,Jawa Barat,Rimba Campuran,581.0
2022,Maret,Jawa Tengah,Rimba Campuran,675.0
2022,Maret,Jawa Timur,Rimba Campuran,8570.0
2022,Maret,Kalimantan Barat,Rimba Campuran,19842.0
2022,Maret,Kalimantan Selatan,Rimba Campuran,98.0
2022,Maret,Kalimantan Tengah,Rimba Campuran,113465.0
2022,Maret,Kalimantan Timur,Rimba Campuran,144415.0
2022,Maret,Kalimantan Utara,Rimba Campuran,13391.0
2022,Maret,Kepulauan Riau,Rimba Campuran,0.0
2022,Maret,Maluku,Rimba Campuran,1948.0
2022,Maret,Maluku Utara,Rimba Campuran,4915.0
2022,Maret,Nangroe Aceh Darussalam,Rimba Campuran,121.0
2022,Maret,Nusa Tenggara Barat,Rimba Campuran,1126.0
2022,Maret,Papua,Rimba Campuran,26806.0
2022,Maret,Papua Barat,Rimba Campuran,17599.0
2022,Maret,Riau,Rimba Campuran,563839.0
2022,Maret,Sulawesi Barat,Rimba Campuran,233.0
2022,Maret,Sulawesi Selatan,Rimba Campuran,2359.0
2022,Maret,Sulawesi Tengah,Rimba Campuran,8908.0
2022,Maret,Sulawesi Tenggara,Rimba Campuran,3700.0
2022,Maret,Sulawesi Utara,Rimba Campuran,0.0
2022,Maret,Sumatera Barat,Rimba Campuran,3235.0
2022,Maret,Sumatera Selatan,Rimba Campuran,275894.0
2022,Maret,Sumatera Utara,Rimba Campuran,156425.0
2022,April,Banten,Rimba Campuran,16.0
2022,April,Bengkulu,Rimba Campuran,50.0
2022,April,D.I. Yogyakarta,Rimba Campuran,0.0
2022,April,Gorontalo,Rimba Campuran,807.0
2022,April,Jambi,Rimba Campuran,369743.0
2022,April,Jawa Barat,Rimba Campuran,502.0
